115;Wędka muchowa Orvis Helios 4F;https://flyhouse.pl/pl/wedki-muchowe-orvis/wedka-muchowa-orvis-helios-4f.html#/9-klasa-4/27-model_wedek_orvis-904_4/60-dlugosc-9_274cm/74-akcja-med_fast/79-czesci-4;11;https://flyhouse.pl/3641-large_default/wedka-muchowa-orvis-helios-4f.jpg,https://flyhouse.pl/3642-large_default/wedka-muchowa-orvis-helios-4f.jpg,;Wędka muchowa Orvis Helios 4Finesse czwartej generacji to narzędzie do połowu na muchę w wodach słodkich. Wędka radzi sobie z każdym typem linki muchowej na wszystkich dystansach. Wszechstronne zastosowanie w różnych warunkach od małych strumieni po wielkie jeziora. Matowy blank oliwkowy z oliwkowymi owijkami. Przelotki na podwójnej stpce firmy RECOIL® Guides. Aluminiowa tuba w kolorze biało-perłowym. Wszystkie wędki z serii Helios 4F są objęte 25-letnią gwarancją. Wyprodukowano w USA.;5600.00;;;1;1;1;1;10;0;0;0;
116;Wędka muchowa Orvis Helios 4D;https://flyhouse.pl/pl/wedki-muchowe-orvis/wedka-muchowa-orvis-helios-4d.html#/18-akcja-fast/30-model_wedek_orvis-905_4/49-klasa-5/60-dlugosc-9_274cm/79-czesci-4;11;https://flyhouse.pl/3647-large_default/wedka-muchowa-orvis-helios-4d.jpg,https://flyhouse.pl/3648-large_default/wedka-muchowa-orvis-helios-4d.jpg,;Wędka muchowa Orvis Helios 4Distance czwartej generacji to narzędzie do połowu na muchę w wodach słonych i słodkich. Wędka radzi sobie z każdym typem linki muchowej na wszystkich dystansach. Wszechstronne zastosowanie w różnych warunkach. Czarny matowy blank z czarnymi omotkami. Przelotki na podwójnej stpce firmy RECOIL® Guides. Aluminiowa tuba w kolorze biało-perłowym. Wszystkie wędki z serii Helios 4D są objęte 25-letnią gwarancją. Wyprodukowano w USA.;5600.00;;;1;1;1;1;10;0;0;0;
117;Wędka muchowa Orvis Helios 3D Blue;https://flyhouse.pl/pl/wedki-muchowe-orvis/wedka-muchowa-orvis-helios-3d-blue.html#/18-akcja-fast/37-model_wedek_orvis-908_4/52-klasa-8/60-dlugosc-9_274cm/79-czesci-4;11;https://flyhouse.pl/268-large_default/wedka-muchowa-orvis-helios-3d-blue.jpg,https://flyhouse.pl/273-large_default/wedka-muchowa-orvis-helios-3d-blue.jpg,;Słynny rewolwerowiec Wyatt Earp zwykł mawiać „ Szybkość jest dobra ale celność jest najważniejsza”. To co wędkarz odkrywa wraz z doświadczeniem to właśnie to. W wędkarstwie muchowym celność to bardzo często klucz do sukcesu. Nie ważne czy jest to spływ muchy w strefie żerowania ryby, czy poprowadzenie jej w zasięgu wzroku przepływającego drapieżnika czy też zaprezentowanie jej we właściwej warstwie wody , różnica kilku centymetrów może być różnica pomiędzy porażką a sukcesem. Wszystkie nowoczesne wędki są mocne ale celność jest nowym wyznacznikiem jakości. Wykonanie dwudziestoczterometrowego rzutu łowiąc w morzu jest szukaniem na ślepo. Wykonanie dwunastometrowego rzutu wprost pod nos żerującej ryby, to jest wędkarstwo muchowe. Wspomnij swoje sukcesy i porażki wędkarskie, a odpowiedź stanie się jasna. Celność rodzi sukces. Helios 3  przesunął nasze myślenie o projektowaniu wędek, ze skupiania się na profilu blanku do kolejnej granicy jaką jest celność i projektowanie każdej wędki z myślą o konkretnym przeznaczeniu. Orvis Helios 3F i 3D oferują bezkompromisowe właściwości. 3F to marzenie każdego łowcy na suchą muchę, celność połączona z finezją. Orvis Helios 3D to kompilacja celności z energią pozwalająca rzucić sporą muchą na dużą odległość i bardzo precyzyjnie. Różnica miedzy 3D a 3F  jest w sztywności,  ale właściwości celnego rzucania pozostają te same. Aby grać w tę grę na najwyższym poziomie, nie ma kompromisów i dla każdego wędkarza Orvis Helios 3 jest narzędziem zaprojektowanym aby cieszyć się najpiękniejszymi chwilami i osiągnąć szczyty precyzji od małych strumieni po morskie łowy Big Game. Wybierz swoją przygodę i najlepszą broń.;4100.00;;;1;1;1;1;10;0;0;0;
118;Wędka muchowa Orvis Helios 3F;https://flyhouse.pl/pl/wedki-muchowe-orvis/-helios-3f.html#/8-klasa-3/57-dlugosc-8_4_254cm/74-akcja-med_fast;11;https://flyhouse.pl/276-large_default/-helios-3f.jpg,https://flyhouse.pl/281-large_default/-helios-3f.jpg,;Słynny rewolwerowiec Wyatt Earp zwykł mawiać „ Szybkość jest dobra ale celność jest najważniejsza”. To co wędkarz odkrywa wraz z doświadczeniem to właśnie to. W wędkarstwie muchowym celność to bardzo często klucz do sukcesu. Nie ważne czy jest to spływ muchy w strefie żerowania ryby, czy poprowadzenie jej w zasięgu wzroku przepływającego drapieżnika czy też zaprezentowanie jej we właściwej warstwie wody , różnica kilku centymetrów może być różnica pomiędzy porażką a sukcesem. Wszystkie nowoczesne wędki są mocne ale celność jest nowym wyznacznikiem jakości. Wykonanie dwudziestoczterometrowego rzutu łowiąc w morzu jest szukaniem na ślepo. Wykonanie dwunastometrowego rzutu wprost pod nos żerującej ryby, to jest wędkarstwo muchowe. Wspomnij swoje sukcesy i porażki wędkarskie, a odpowiedź stanie się jasna. Celność rodzi sukces. Helios 3  przesunął nasze myślenie o projektowaniu wędek, ze skupiania się na profilu blanku do kolejnej granicy jaką jest celność i projektowanie każdej wędki z myślą o konkretnym przeznaczeniu. Orvis Helios 3F i 3D oferują bezkompromisowe właściwości. 3F to marzenie każdego łowcy na suchą muchę, celność połączona z finezją. Orvis Helios 3D to kompilacja celności z energią pozwalająca rzucić sporą muchą na dużą odległość i bardzo precyzyjnie. Różnica miedzy 3D a 3F  jest w sztywności,  ale właściwości celnego rzucania pozostają te same. Aby grać w tę grę na najwyższym poziomie, nie ma kompromisów i dla każdego wędkarza Orvis Helios 3 jest narzędziem zaprojektowanym aby cieszyć się najpiękniejszymi chwilami i osiągnąć szczyty precyzji od małych strumieni po morskie łowy Big Game. Wybierz swoją przygodę i najlepszą broń.;4100.00;;;1;1;1;1;10;0;0;0;
119;Wędka muchowa Orvis Recon;https://flyhouse.pl/pl/wedki-muchowe-orvis/-recon.html#/7-klasa-2/61-dlugosc-10_305cm/79-czesci-4/85-uzbrojenie-slodkowodne/117-model_wedek_orvis-102_4;11;https://flyhouse.pl/3748-large_default/-recon.jpg,https://flyhouse.pl/295-large_default/-recon.jpg,;Dzięki wędziskom Recon zyskujesz wysoką wydajność, lekkość, zdolność ładowania na niewielkich dystansach i moc zapewniającą większy zasięg, a także — dzięki technikom konstrukcyjnym H3 — zwiększoną dokładność rzutów. A wszystko to w przystępnej cenie. Recon to wędka zaprojektowana dla wędkarzy, którzy przemierzają brzegu rzek, jezior, mórz czy oceanów i spędzają noce pochyleni nad mapami, planując przygody na następny dzień. Wędki wykonane w najwyższej technologii Orvis. Wędka sprzedawana jest bez kołowrotka widocznego na zdjęciu.;2590.00;;;1;1;1;1;10;0;0;0;
120;Wędka muchowa Orvis Superfine Graphite;https://flyhouse.pl/pl/wedki-muchowe-orvis/wedka-muchowa-orvis-superfine-graphite.html#/9-klasa-4/79-czesci-4/808-akcja-medium/1484-dlugosc-7_11_241cm;11;https://flyhouse.pl/3756-large_default/wedka-muchowa-orvis-superfine-graphite.jpg,https://flyhouse.pl/3757-large_default/wedka-muchowa-orvis-superfine-graphite.jpg,;Powrót klasyki! Zaktualizowaliśmy te kultowe wędki małych strumieni, ale zachowaliśmy delikatność, która sprawiła, że oryginały stały się ulubionymi. Pół wieku temu opracowaliśmy pierwszą serię wędzisk Orvis Graphite Fly Rods jedne z pierwszych wędzisk grafitowych dostępnych dla wędkarzy. Podzbiór tych innowacyjnych wędzisk miał mniej niż 8 stóp długości i wahał się od 1 do 5 wt. Te klasyki były cenione za ich miękkie wyczucie i możliwość łowienia w małych strumieniach. Nazwy poszczególnych wędzisk są już legendarne... One-Weight, The Ultrafine, The Tippet, The Seven/Eleven, The Far & Fine. Nasza nowo zaprojektowana seria wędzisk Superfine® Graphite Fly Rods opiera się na tych klasycznych modelach linek i długości Orvis. Zaprojektowane przy użyciu technik konstrukcyjnych Helios™, dobrze odzyskują ciężar i pięknie śledzą, co poprawia wydajność i dokładność. Ta seria Superfine oferuje wędkarzom nowe, nowoczesne wersje, które skupiają się na prezentacji w małych strumieniach i ochronie przyponu. Zachowaliśmy również legendarne nazwy, grawerując każdą z nich na nasadce dolnika. Każda czteroczęściowa wędka ma matowoszary blank z płytkim stożkiem, czarny anodowany aluminiowy uchwyt kołowrotka z blokadą, twarde chromowane przelotki typu snake, chromowane przelotki typu stripping i korkowy uchwyt w stylu cygara. Zawiera pokrytą materiałem tubę wędki i pokrowiec z nadrukiem wędki. Wyprodukowano w USA. Nowo zaprojektowana seria wędek do małych strumieni zainspirowana naszymi oryginalnymi kultowymi modelami Superfine. Te same nazwy, długości i ciężary żyłki, aby uhonorować kultowe oryginały. Techniki konstrukcyjne Helios poprawiają wydajność i dokładność. Niższy moduł grafitu zapewnia powolne do umiarkowanych akcji w całej serii. Czteroczęściowy matowoszary blank z zabytkową białą etykietą i odręcznym pismem. Czarny anodowany aluminiowy uchwyt kołowrotka z blokadą z wkładką korkową. Twarde chromowane przelotki typu snake. Chromowane przelotki typu stripping z wkładkami z węglika krzemu. Korkowy uchwyt w stylu cygara. Grawerowana laserowo nazw na nasadce dolnika. Pokryta materiałem tuba wędki i pokrowiec wędki.;2950.00;;;1;1;1;1;10;0;0;0;
121;Wędka muchowa Orvis Superfine Glass;https://flyhouse.pl/pl/wedki-muchowe-orvis/wedka-muchowa-orvis-superfine-glass.html#/9-klasa-4/56-dlugosc-7_6_229_cm/79-czesci-4/131-model_wedek_orvis-764_4;11;https://flyhouse.pl/3722-large_default/wedka-muchowa-orvis-superfine-glass.jpg,https://flyhouse.pl/3723-large_default/wedka-muchowa-orvis-superfine-glass.jpg,;Nasza seria wędek muchowych Superfine Glass, świeżo przeprojektowana, została wykonana z włókna szklanego S-2, aby zapewnić płynne, powolne rzucanie z mocą potrzebną do wykonania zadania. Czarny uchwyt kołowrotka z anodowanego aluminium typu III z wkładką drewnianą (klasy wędki 2-5) lub aluminiową rurką (klasy wędki 6 i 8). Twarda chromowana przelotka i dwustopkowa przelotka z paskiem. Matowy blank oliwkowy z szybkim identyfikatorem wędki. W zestawie nylonowa tuba wędki i materiałowy worek do przechowywania. Gwarancja 25 lat firmy Orvis. Wyprodukowano w USA.;2860.00;;;1;1;1;1;10;0;0;0;
122;Wędka muchowa Orvis Clearwater;https://flyhouse.pl/pl/wedki-muchowe-orvis/-clearwater.html#/8-klasa-3/61-dlugosc-10_305cm/79-czesci-4/85-uzbrojenie-slodkowodne/118-model_wedek_orvis-103_4;11;https://flyhouse.pl/3749-large_default/-clearwater.jpg,https://flyhouse.pl/300-large_default/-clearwater.jpg,;Nowe wędki Orvis Clearwater to nie jest kosmetyczny lifting tylko, całkowicie od początku do końca, nowo zaprojektowana seria. Projekt powstał w Vermont USA w pracowniach designerskich Orvisa. Wszystko w tych wędkach zostało zmienione oprócz ceny. To wciąż są najlepsze wędki na rynku, jakie możesz kupić za tą cenę, ale o jeszcze lepszych parametrach i w lepszym wykonaniu. Każda wędka została indywidualnie zaprojektowana do konkretnych zadań. Do każdej stworzono unikalny profil, akcję oraz uchwyt, które sprawdzą się podczas wybranego sposobu łowienia na muchę. Zakres modeli obejmuje wędki od takich do łowienia na małych strumieniach, poprzez wędki do połowów w dużych zbiornikach, aż po morskie mega wędki. Seria jednoręcznych wędek Clearwater zawiera 19 modeli. Między innymi 10’ wędka w klasie 3 do łowienia metodą żyłkową, 9’4’’ w klasie 11 specjalnie zaprojektowana do połowu szczupaków czy 9’ czwórka stworzona do połowu na suchą muchę. Główne cechy:;1314.50;;;1;1;1;1;10;0;0;0;
123;Wędka muchowa Orvis Clearwater Travel;https://flyhouse.pl/pl/wedki-muchowe-orvis/wedka-muchowa-orvis-clearwater-travel.html#/9-klasa-4/81-czesci-6/97-dlugosc-8_0_244cm/120-modele_travel-804_6;11;https://flyhouse.pl/3754-large_default/wedka-muchowa-orvis-clearwater-travel.jpg,https://flyhouse.pl/3755-large_default/wedka-muchowa-orvis-clearwater-travel.jpg,;Zabierz do samochodu, wędkę Clearwater Travel Rod w drodze do pracy, lub włóż ją do bagażu na dalekie wyprawy wędkarskie, te wędki muchowe są przeznaczone do wędrówek. Te 6-częściowe wędki muchowe mają wystarczająco mocny blank, aby używać dużych much na potężne ryby (wyższe klasy), a zarazem delikatne aby finezyjnie podać suchą muszkę. Seria Clearwater Travel Rod jest pełna udogodnień, które zwiększają wydajność wędkowania i wygodę w niewiarygodnej cenie.;1699.50;;;1;1;1;1;10;0;0;0;
124;Wędka muchowa Orvis Encounter;https://flyhouse.pl/pl/strona-glowna/wedka-muchowa-orvis-encounter.html#/50-klasa-6/60-dlugosc-9_274cm/74-akcja-med_fast/79-czesci-4;11;https://flyhouse.pl/3820-large_default/wedka-muchowa-orvis-encounter.jpg,https://flyhouse.pl/3816-large_default/wedka-muchowa-orvis-encounter.jpg,;Odkryj niezrównaną wydajność i przystępną cenę dzięki wędce muchowej Encounter. Zamiast określenia „poziom podstawowy” wolimy opisywać nasze nowe wędki Encounter jako „niesamowitość w przystępnej cenie”. Seria wędek Encounter, stworzona dla zagorzałych wędkarzy, ale wyceniona z myślą o oszczędności, łączy najnowocześniejszą konstrukcję wędki z płynną, wyrazistą wydajnością. Ta solidna wędka Orvis Encounter ma całą moc i wydajność, jakiej ktokolwiek mógłby oczekiwać, w cenie, która sprawi, że będziesz się zastanawiać, gdzie jest haczyk? Wędka zapasowa lub pierwszy wędka do połowu dużych ryb, to najlepsza, jaką kiedykolwiek kupisz w tej cenie. Stworzona dla zagorzałych wędkarzy, ale wyceniona z myślą o oszczędności.;695.00;;;1;1;1;1;10;0;0;0;
